Long,Lat,Chlor,Pic,Poc,Sst,MM,IILO,IILA,Missing_02_2019,Chlor_log,Position,TrainTest
22.791666,33.208332,0.18985327,-0.14732014,-0.19565183,-1.0430728,0,297,132,0.6428571428571429,-1.6615038,22.79166633.208332,Test
22.791666,33.458332,0.17336872,-0.14732014,-0.24294686,-0.97751564,0,294,132,0.5,-1.7523346,22.79166633.458332,Train
22.791666,33.708332,0.19212148,-0.13015509,-0.16525435,-0.97751564,0,291,132,0.5714285714285714,-1.6496274,22.79166633.708332,Test
22.791666,33.958332,0.19227745,-0.14540896,-0.15850027,-0.88023746,0,288,132,0.5,-1.648816,22.79166633.958332,Train
22.791666,34.208332,0.19712569,-0.14350489,-0.14498387,-0.85274553,0,285,132,0.5714285714285714,-1.6239138,22.79166634.208332,Test
22.791666,34.458332,0.21031465,-0.14540896,-0.12472163,-0.85803235,0,282,132,0.5714285714285714,-1.5591506,22.79166634.458332,Test
22.791666,34.708332,0.1990599,-0.14732014,-0.15850027,-0.7882457,0,279,132,0.6428571428571429,-1.6141495,22.79166634.708332,Test
22.791666,34.958332,0.2076274,-0.13968964,-0.1314757,-0.73643464,0,276,132,0.6071428571428571,-1.5720102,22.79166634.958332,Test
21.791666,34.208332,1.1844504,-0.07484472,5.8338346,-0.8749503,0,33,129,0.4642857142857143,0.16927885,21.79166634.208332,Train
19.541666,34.208332,0.21850975,-0.10535956,-0.0774266,-0.9923188,0,369,117,0.6071428571428571,-1.5209247,19.54166634.208332,Test
21.791666,34.458332,0.85187095,-0.00428047,3.361232,-0.8823519,0,30,129,0.5357142857142857,-0.16032022,21.79166634.458332,Train
21.791666,36.208332,1.5460757,1.0580126,3.611199,-0.828426,0,9,129,0.5,0.43571994,21.79166636.208332,Train
21.041666,35.708332,0.23526055,-0.09010569,-0.026758645,-0.70471346,0,471,123,0.6428571428571429,-1.4470617,21.04166635.708332,Test
21.041666,35.958332,0.22637653,-0.13015509,-0.0537832,-0.60532016,0,468,123,0.5714285714285714,-1.4855556,21.04166635.958332,Test
21.041666,36.208332,0.25352144,-0.14540896,0.0340363,-0.6518448,0,465,123,0.5357142857142857,-1.3723068,21.04166636.208332,Train
21.041666,36.458332,0.2564269,-0.14350489,0.030663386,-0.7068279,0,462,123,0.6428571428571429,-1.3609116,21.04166636.458332,Test
21.041666,36.708332,0.24186073,-0.13397034,-0.01663165,-0.6550168,0,459,123,0.5357142857142857,-1.4193932,21.04166636.708332,Train
21.041666,36.958332,0.23965026,-0.09010569,-0.04027505,-0.7142299,0,456,123,0.5,-1.4285747,21.04166636.958332,Train
21.041666,37.208332,0.300149,0.033864863,0.19280249,-0.576771,0,453,123,0.6071428571428571,-1.2034763,21.04166637.208332,Test
21.041666,37.458332,0.24184884,-0.040514626,0.020528147,-0.5090992,0,450,123,0.6428571428571429,-1.4194424,21.04166637.458332,Test
21.041666,37.708332,0.23372719,-0.10345549,-0.009869326,-0.47420603,0,447,123,0.6071428571428571,-1.4536008,21.04166637.708332,Test
21.041666,37.958332,0.25760767,0.15019782,0.118482895,-0.5355335,0,444,123,0.6428571428571429,-1.3563175,21.04166637.958332,Test
